cell_id	donor_id	cytotoxicity	treg_activation	central_memory	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_000139	donor_011	0.051142	-0.765535	0.900185	-1.031329	M	2.434654	0.05151	0.007281	0.027183	0.010778	-0.009201	-0.022892	-1.971512	0.445398	1.09341	-0.088713	0.64791
cell_000140	donor_011	0.739413	-0.159648	-0.652916	-1.031329	M	2.099005	0.03127	0.007281	0.027183	0.010778	-0.009201	-0.022892	0.103155	-0.784039	-0.80903	0.711929	-0.635707
cell_000141	donor_011	0.548428	0.187974	-1.448127	-1.031329	M	2.191457	0.0599	0.007281	0.027183	0.010778	-0.009201	-0.022892	-1.524581	0.122399	-0.513081	-1.199108	0.071747
cell_000142	donor_011	-0.067980	0.262036	-0.899695	-1.031329	M	2.097904	0.00482	0.007281	0.027183	0.010778	-0.009201	-0.022892	0.767277	0.02015	-1.066241	0.481804	1.035156
cell_000143	donor_011	0.189843	-1.454822	1.336186	-1.031329	M	2.131075	0.07044	0.007281	0.027183	0.010778	-0.009201	-0.022892	2.213034	1.441844	-1.005358	0.858083	0.256524
cell_000144	donor_012	1.247950	-0.252517	0.363454	0.172297	F	1.812642	0.07304	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-1.152099	0.283795	1.918677	1.195864	-1.01345
cell_000145	donor_012	-2.409922	-1.156348	-0.293779	0.172297	F	1.917668	0.03913	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	0.013717	0.491674	-1.729904	-1.695438	0.154628
cell_000146	donor_012	-1.072133	0.714396	1.997297	0.172297	F	2.465965	0.04665	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	0.167675	-1.838819	0.387974	1.086963	-0.218302
cell_000147	donor_012	-1.176615	-0.837463	0.235448	0.172297	F	2.565836	0.02924	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	0.059812	0.571412	0.439029	-1.668623	-0.905121
cell_000148	donor_012	1.611116	-1.222374	0.249036	0.172297	F	1.511163	0.02581	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.395853	-0.860827	1.466968	0.634476	-1.109725
cell_000149	donor_012	1.821299	-1.651759	-1.281069	0.172297	F	1.916696	0.01778	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.214336	1.130392	-0.646239	0.851584	1.38318
cell_000150	donor_012	-0.423607	-0.520588	0.812601	0.172297	F	2.335714	0.02902	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	1.216141	0.180404	1.251025	-0.522238	2.485881
cell_000151	donor_012	0.241660	-1.774962	0.515410	0.172297	F	2.752832	0.04112	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	0.24085	1.146794	-0.362009	0.499415	0.543463
cell_000152	donor_012	-0.577539	1.274447	-0.627588	0.172297	F	2.712784	0.0384	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.928834	-0.958443	-0.204503	1.105333	-1.831428
cell_000153	donor_012	-0.636615	0.541132	0.762926	0.172297	F	1.681697	0.06973	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.362849	1.309873	-1.232129	1.253901	-1.127793
cell_000154	donor_012	0.448099	-1.685597	0.538034	0.172297	F	2.510018	0.03201	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.916542	-0.147222	1.873459	-0.640007	-1.732963
cell_000155	donor_012	-1.034308	0.235276	-1.423734	0.172297	F	2.023455	0.00022	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-1.401936	0.931948	-1.35474	1.187965	0.069791
cell_000156	donor_012	0.446322	-0.806599	-1.282635	0.172297	F	2.417767	0.06289	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.032271	0.297304	-0.80092	0.137872	-1.193073
cell_000157	donor_012	0.713820	0.241645	-0.613977	0.172297	F	2.315311	0.00558	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	1.348891	-1.027295	0.438881	-1.03475	-0.533205
cell_000158	donor_012	1.451179	-0.440652	0.032108	0.172297	F	1.494414	0.01881	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.373832	2.981348	-0.014446	-0.82153	-0.444556
cell_000159	donor_012	0.268913	-0.619666	0.471136	0.172297	F	2.21999	0.03543	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-1.504673	-0.162786	1.851087	0.33604	0.903401
cell_000160	donor_012	-0.533452	-0.411638	1.362643	0.172297	F	2.402279	0.03834	-0.011387	-0.000801	0.0035	-0.042704	-0.004391	-0.909944	-0.203342	0.203903	-0.725307	0.400007
cell_000161	donor_013	-1.040586	-2.412780	1.610937	0.099403	M	1.991938	0.00109	0.000572	0.010951	0.032536	0.003713	-0.018191	0.615428	0.542848	-0.151083	1.090911	-0.257617
cell_000162	donor_013	2.549328	-0.405269	-1.936838	0.099403	M	1.901473	0.01507	0.000572	0.010951	0.032536	0.003713	-0.018191	-0.348821	1.441539	-1.106966	-1.702969	-0.867816
cell_000163	donor_013	-0.310484	-0.286223	-0.189924	0.099403	M	1.371334	0.00038	0.000572	0.010951	0.032536	0.003713	-0.018191	0.387242	1.283591	-0.660519	1.814838	0.027197
cell_000164	donor_013	-1.113388	0.579561	0.524507	0.099403	M	2.273447	0.04243	0.000572	0.010951	0.032536	0.003713	-0.018191	-0.11553	-0.849938	1.951355	-0.150289	-1.331988
cell_000165	donor_013	-1.494406	0.699197	2.052685	0.099403	M	2.083499	0.05367	0.000572	0.010951	0.032536	0.003713	-0.018191	2.457669	0.39367	0.79883	1.68156	0.614463
cell_000166	donor_013	0.171960	-0.337325	-0.142003	0.099403	M	1.631126	0.00556	0.000572	0.010951	0.032536	0.003713	-0.018191	0.974889	0.054325	0.733732	-0.034158	-0.02021
cell_000167	donor_013	0.615257	-1.730672	0.164391	0.099403	M	1.869664	0.04991	0.000572	0.010951	0.032536	0.003713	-0.018191	0.119717	-0.396815	0.504378	0.501845	0.818917
cell_000168	donor_013	-0.390464	1.847825	-0.174173	0.099403	M	2.061801	0.04862	0.000572	0.010951	0.032536	0.003713	-0.018191	0.639607	2.000043	1.05263	-0.207252	0.453072
cell_000169	donor_013	1.667888	-1.103741	0.587259	0.099403	M	1.776546	0.01682	0.000572	0.010951	0.032536	0.003713	-0.018191	1.412698	-0.949973	2.014242	-0.774639	0.900275
cell_000170	donor_013	0.319400	-0.869047	0.177396	0.099403	M	2.001071	0.00965	0.000572	0.010951	0.032536	0.003713	-0.018191	0.0066	-0.050932	-1.302913	0.9075	-1.288358
cell_000171	donor_013	1.212519	-0.323792	-1.691963	0.099403	M	1.300027	0.00857	0.000572	0.010951	0.032536	0.003713	-0.018191	-1.44277	1.159703	1.789606	-0.667246	1.003109
cell_000172	donor_013	-0.017563	-0.902423	-0.342341	0.099403	M	2.539769	0.01809	0.000572	0.010951	0.032536	0.003713	-0.018191	0.796526	-0.091519	1.335817	-0.163622	0.517534
cell_000173	donor_013	-0.081588	-1.705652	-1.615658	0.099403	M	2.006364	0.06083	0.000572	0.010951	0.032536	0.003713	-0.018191	-1.25377	-1.21103	1.169045	0.551205	-0.142457
cell_000174	donor_013	0.482067	-0.522719	-2.564744	0.099403	M	1.560259	0.02763	0.000572	0.010951	0.032536	0.003713	-0.018191	1.907845	1.897316	0.439168	-1.455655	-0.111599
cell_000175	donor_013	0.784844	0.272370	-0.713875	0.099403	M	1.016116	0.00986	0.000572	0.010951	0.032536	0.003713	-0.018191	-0.832582	0.089514	-0.936297	-1.196226	-2.262613
cell_000176	donor_014	-1.316830	0.835808	0.349351	-0.708563	F	2.411654	0.03296	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.167257	-2.298763	-0.320241	0.694397	-0.722096
cell_000177	donor_014	2.382602	0.420189	0.387703	-0.708563	F	2.223237	0.00409	-0.036362	0.01374	-0.017382	0.017337	0.027948	-1.084829	-0.067847	-0.828606	0.185658	-1.03283
cell_000178	donor_014	-0.166928	0.816776	0.625085	-0.708563	F	2.084274	0.04029	-0.036362	0.01374	-0.017382	0.017337	0.027948	-0.104494	-0.346421	-0.011522	1.635152	0.199811
cell_000179	donor_014	1.251725	-0.521323	-0.435407	-0.708563	F	2.345459	0.01045	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.504444	-0.624793	0.223256	-0.274803	0.029656
cell_000180	donor_014	-0.479103	0.790802	1.498374	-0.708563	F	2.344359	0.01335	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.648946	-0.500234	-0.398045	-0.486415	-0.50572
cell_000181	donor_014	-0.458840	-0.424774	0.314077	-0.708563	F	2.077775	0.03751	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.173235	-0.363982	1.497956	2.679163	-0.567942
cell_000182	donor_014	-0.245762	0.952054	-2.251777	-0.708563	F	1.898314	0.065	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.294003	1.038008	-0.265749	-0.994391	1.738173
cell_000183	donor_014	-0.826705	-0.782416	-2.320356	-0.708563	F	1.833143	0.07396	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.686157	0.31869	1.450522	0.770233	-0.047935
cell_000184	donor_014	-0.963638	-0.915156	-0.201105	-0.708563	F	2.168377	0.0092	-0.036362	0.01374	-0.017382	0.017337	0.027948	-0.976631	-0.493332	1.204823	0.682086	-0.186667
cell_000185	donor_014	1.112966	-0.245061	-1.030814	-0.708563	F	2.558813	0.01807	-0.036362	0.01374	-0.017382	0.017337	0.027948	1.766563	-0.157221	0.987518	0.220039	1.932953
cell_000186	donor_014	-0.056955	1.049174	-0.975959	-0.708563	F	1.958839	0.04031	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.753045	0.046159	-0.178801	-0.015373	-0.725397
cell_000187	donor_014	-0.910575	0.558549	-0.221536	-0.708563	F	2.590591	0.05338	-0.036362	0.01374	-0.017382	0.017337	0.027948	-1.366703	0.308735	-0.533519	-0.536175	-0.08884
cell_000188	donor_014	0.647485	-0.013647	0.701664	-0.708563	F	2.149261	0.01328	-0.036362	0.01374	-0.017382	0.017337	0.027948	0.052223	0.007376	1.738295	0.662379	2.107816
cell_000189	donor_014	-1.035078	-0.012085	-0.210690	-0.708563	F	2.152276	0.03175	-0.036362	0.01374	-0.017382	0.017337	0.027948	-0.43899	0.783721	-0.383413	-0.561132	2.145543
cell_000190	donor_014	-1.215891	-1.563478	0.685749	-0.708563	F	2.962044	0.02026	-0.036362	0.01374	-0.017382	0.017337	0.027948	-0.768148	-2.231734	-0.707949	-2.008324	-0.951325
cell_000191	donor_014	-0.350952	-1.022280	-0.096179	-0.708563	F	2.661071	0.00848	-0.036362	0.01374	-0.017382	0.017337	0.027948	-0.858666	0.035282	-2.049597	1.195952	-1.875769
cell_000192	donor_015	1.128019	-2.280738	-1.496639	-0.794376	M	2.671444	0.00326	-0.030881	0.011078	0.025852	0.020381	-0.041928	-0.127751	-0.324155	0.82535	0.351543	1.186873
cell_000193	donor_015	-0.922886	1.461179	0.282587	-0.794376	M	1.680955	0.01864	-0.030881	0.011078	0.025852	0.020381	-0.041928	-0.361453	-0.464747	0.412791	1.029202	0.825069
cell_000194	donor_015	0.767317	-1.140161	-1.119536	-0.794376	M	2.876873	0.03118	-0.030881	0.011078	0.025852	0.020381	-0.041928	0.321814	0.232663	-0.036289	0.40993	2.034934
cell_000195	donor_015	0.447814	0.058274	0.548739	-0.794376	M	1.967113	0.05016	-0.030881	0.011078	0.025852	0.020381	-0.041928	-0.242573	-0.36449	-0.441056	0.389373	-2.121745
cell_000196	donor_015	-0.187671	0.278144	0.158119	-0.794376	M	1.909004	0.03709	-0.030881	0.011078	0.025852	0.020381	-0.041928	-0.135062	0.880647	-0.526231	0.186705	2.109335
cell_000197	donor_015	0.777767	0.807008	-1.619872	-0.794376	M	1.136301	0.04895	-0.030881	0.011078	0.025852	0.020381	-0.041928	0.3316	-2.239227	-1.409884	-0.251003	-0.803826
cell_000198	donor_015	-2.247269	1.001745	1.187725	-0.794376	M	2.130516	0.03053	-0.030881	0.011078	0.025852	0.020381	-0.041928	0.103383	-0.294576	1.166072	-1.091331	-0.207499
cell_000199	donor_015	-1.020623	-1.859835	0.099035	-0.794376	M	1.566658	0.0159	-0.030881	0.011078	0.025852	0.020381	-0.041928	0.217258	0.341134	0.146805	-2.411273	0.083292
cell_000200	donor_015	0.930838	1.797595	0.516298	-0.794376	M	2.163302	0.02633	-0.030881	0.011078	0.025852	0.020381	-0.041928	-0.150754	0.86411	0.72297	0.240845	0.313164
cell_000201	donor_015	-0.371717	-0.893131	0.011451	-0.794376	M	1.535374	0.04391	-0.030881	0.011078	0.025852	0.020381	-0.041928	1.352383	1.150296	0.275332	2.145418	-0.628196
cell_000202	donor_015	-0.299265	-1.015068	2.048756	-0.794376	M	2.71908	0.05065	-0.030881	0.011078	0.025852	0.020381	-0.041928	-1.185443	-0.010838	-0.37381	-2.465341	-0.652381
cell_000203	donor_015	1.785168	1.136049	-0.920850	-0.794376	M	2.22063	0.02704	-0.030881	0.011078	0.025852	0.020381	-0.041928	0.343585	-0.058028	-0.776461	0.042326	0.123072
cell_000204	donor_015	0.855019	0.639626	0.442546	-0.794376	M	2.911949	0.01142	-0.030881	0.011078	0.025852	0.020381	-0.041928	0.715074	-0.641501	0.873857	-1.090643	-0.503377
cell_000205	donor_015	1.249665	0.635371	0.740014	-0.794376	M	1.59079	0.03671	-0.030881	0.011078	0.025852	0.020381	-0.041928	1.698993	-1.023878	-0.658767	-1.253111	-0.827266
cell_000206	donor_015	0.636906	0.340791	-1.783611	-0.794376	M	2.619672	0.03956	-0.030881	0.011078	0.025852	0.020381	-0.041928	0.138363	0.706542	-0.018638	-0.32469	-1.242774
cell_000207	donor_016	0.083621	-0.556192	-1.279841	-0.089779	F	1.278915	0.05465	-0.017073	-0.025604	0.010469	0.008267	-0.053958	-0.72713	-1.546036	0.73656	0.806073	-0.040448
cell_000208	donor_016	1.681817	1.728995	1.359221	-0.089779	F	2.08323	0.01642	-0.017073	-0.025604	0.010469	0.008267	-0.053958	0.441451	0.876233	0.101209	1.393611	-1.023793
cell_000209	donor_016	0.255213	1.350625	0.012053	-0.089779	F	1.747351	0.01664	-0.017073	-0.025604	0.010469	0.008267	-0.053958	-0.34867	-0.467742	0.647238	-1.434141	1.447975
cell_000210	donor_016	0.202797	-1.093471	0.396991	-0.089779	F	1.820817	0.04512	-0.017073	-0.025604	0.010469	0.008267	-0.053958	0.561774	1.750294	-0.040571	-0.550319	0.657106
cell_000211	donor_016	0.060386	-1.302652	-0.051197	-0.089779	F	1.793401	0.02185	-0.017073	-0.025604	0.010469	0.008267	-0.053958	1.030565	-0.714421	-1.997597	-1.826265	0.261385
cell_000212	donor_016	-0.079730	1.797561	0.894213	-0.089779	F	1.634114	0.02101	-0.017073	-0.025604	0.010469	0.008267	-0.053958	1.540189	-1.300839	-0.272366	-0.34845	1.920532
cell_000213	donor_016	0.011445	0.248787	0.044212	-0.089779	F	1.496125	0.05508	-0.017073	-0.025604	0.010469	0.008267	-0.053958	2.258696	0.424453	0.898	0.870199	-1.280322
cell_000214	donor_016	-0.202914	-1.082427	-0.151052	-0.089779	F	1.823029	0.00258	-0.017073	-0.025604	0.010469	0.008267	-0.053958	0.698523	-1.019606	-0.171536	1.139737	0.080933
cell_000215	donor_016	-0.746098	-1.250316	0.511222	-0.089779	F	2.046411	0.07112	-0.017073	-0.025604	0.010469	0.008267	-0.053958	1.102496	1.299263	-1.756934	-2.177698	1.162092
cell_000216	donor_016	0.391265	-1.786708	-0.122685	-0.089779	F	2.465478	0.01775	-0.017073	-0.025604	0.010469	0.008267	-0.053958	1.202407	0.256595	0.392216	0.893048	0.874409
cell_000217	donor_016	0.995701	1.059224	1.025837	-0.089779	F	2.11814	0.04733	-0.017073	-0.025604	0.010469	0.008267	-0.053958	-0.304184	0.95585	-0.346473	0.243551	0.200022
cell_000218	donor_016	0.038913	-0.845045	-1.083699	-0.089779	F	2.466616	0.02782	-0.017073	-0.025604	0.010469	0.008267	-0.053958	-0.859439	-0.742987	2.234109	-0.891886	0.369959
cell_000219	donor_016	0.344605	0.379280	1.287331	-0.089779	F	1.408729	0.03543	-0.017073	-0.025604	0.010469	0.008267	-0.053958	0.579799	-0.054216	0.67149	0.328983	-0.870252
cell_000220	donor_016	1.099980	-0.132229	-1.244206	-0.089779	F	1.826812	0.02474	-0.017073	-0.025604	0.010469	0.008267	-0.053958	0.536817	-0.544706	1.740669	0.429125	-0.700154
cell_000221	donor_016	-0.319107	0.217231	-0.202083	-0.089779	F	2.284402	0.04713	-0.017073	-0.025604	0.010469	0.008267	-0.053958	0.34229	-0.924854	0.257779	-0.225698	-0.826871
cell_000222	donor_016	-0.577894	0.252885	-0.503958	-0.089779	F	2.137276	0.02305	-0.017073	-0.025604	0.010469	0.008267	-0.053958	-0.839441	2.434934	0.091392	-0.431739	-0.604919
cell_000223	donor_017	-0.628066	0.311453	-0.401993	0.886151	F	1.65553	0.01854	-0.006017	0.016014	0.00296	0.002925	-0.0073	0.471166	-0.638496	-1.094618	-0.032414	-0.039969
cell_000224	donor_017	0.244104	0.273204	-1.139429	0.886151	F	2.373628	0.06627	-0.006017	0.016014	0.00296	0.002925	-0.0073	-0.417035	-0.891292	-0.390972	-0.469637	-0.608364
cell_000225	donor_017	-0.481241	1.437777	-1.162080	0.886151	F	1.787491	0.03059	-0.006017	0.016014	0.00296	0.002925	-0.0073	0.2765	2.226228	1.331765	1.941919	-0.567691
cell_000226	donor_017	-2.116654	-1.861845	0.029110	0.886151	F	1.689055	0.01649	-0.006017	0.016014	0.00296	0.002925	-0.0073	1.674688	0.227276	0.986363	0.457704	-0.343267
cell_000227	donor_017	0.030917	-0.117611	1.214190	0.886151	F	2.194779	0.00019	-0.006017	0.016014	0.00296	0.002925	-0.0073	0.719498	0.484931	-1.768186	-0.124124	0.872404
cell_000228	donor_017	-2.672834	0.395934	1.561438	0.886151	F	2.002468	0.06731	-0.006017	0.016014	0.00296	0.002925	-0.0073	0.277422	0.469471	-0.751424	0.256211	-0.096343
cell_000229	donor_017	-1.127781	-0.379807	-0.752892	0.886151	F	1.790835	0.01896	-0.006017	0.016014	0.00296	0.002925	-0.0073	-0.203453	-0.679256	0.914862	0.345469	0.244548
cell_000230	donor_017	-0.894346	-0.326262	1.427485	0.886151	F	1.777253	0.07124	-0.006017	0.016014	0.00296	0.002925	-0.0073	2.050785	0.473799	1.200497	0.272933	-0.353164
cell_000231	donor_017	1.837387	-0.335939	1.905060	0.886151	F	1.572081	0.03798	-0.006017	0.016014	0.00296	0.002925	-0.0073	-1.059137	0.24139	-2.66349	0.272467	0.315398
cell_000232	donor_017	0.035576	1.753691	-0.093299	0.886151	F	1.841701	0.03286	-0.006017	0.016014	0.00296	0.002925	-0.0073	-0.217568	-0.092366	-1.25117	1.385604	-0.337251
cell_000233	donor_017	0.131058	0.365474	3.178854	0.886151	F	2.440004	0.0334	-0.006017	0.016014	0.00296	0.002925	-0.0073	-0.972093	0.544661	0.110756	-0.358335	-0.464033
cell_000234	donor_017	0.851286	-0.707265	0.968998	0.886151	F	2.09782	0.07432	-0.006017	0.016014	0.00296	0.002925	-0.0073	-0.005639	1.345816	0.469546	-0.034408	0.852434
cell_000235	donor_017	-0.361833	-0.489750	0.908601	0.886151	F	2.383438	0.01384	-0.006017	0.016014	0.00296	0.002925	-0.0073	0.027532	0.401552	0.151128	0.58978	-0.444144
cell_000236	donor_017	0.031086	0.278576	0.013985	0.886151	F	2.206427	0.03429	-0.006017	0.016014	0.00296	0.002925	-0.0073	-1.139343	0.906848	1.504928	-1.091881	0.179292
cell_000237	donor_018	0.336583	0.424966	-1.936967	-0.076486	M	1.755102	0.0247	-0.021179	-0.000341	0.001042	0.012305	0.01393	-0.44887	0.883379	0.246646	3.327472	-0.301433
cell_000238	donor_018	0.666573	-0.982019	-1.442299	-0.076486	M	1.340343	0.02574	-0.021179	-0.000341	0.001042	0.012305	0.01393	1.537292	1.634631	0.533597	0.037083	0.094838
cell_000239	donor_018	-0.058411	0.083981	-0.693506	-0.076486	M	1.629258	0.03299	-0.021179	-0.000341	0.001042	0.012305	0.01393	0.010205	1.1333	-0.872636	-0.160984	-0.282186
cell_000240	donor_018	0.831032	-1.342175	-0.406944	-0.076486	M	1.731506	0.02467	-0.021179	-0.000341	0.001042	0.012305	0.01393	-1.726194	0.858915	1.062919	-0.634218	1.030132
cell_000241	donor_018	-0.584874	-0.046587	0.278864	-0.076486	M	1.700567	0.03376	-0.021179	-0.000341	0.001042	0.012305	0.01393	-1.583658	0.023955	-0.126258	0.087749	0.082545
cell_000242	donor_018	-1.007893	0.724283	0.063002	-0.076486	M	2.392408	0.02953	-0.021179	-0.000341	0.001042	0.012305	0.01393	-0.077042	-0.387773	-0.108706	1.363221	-0.578719
cell_000243	donor_018	-1.891946	-1.958591	-0.012319	-0.076486	M	2.388235	0.00373	-0.021179	-0.000341	0.001042	0.012305	0.01393	2.25534	-0.635164	0.240059	0.571207	-0.291756
cell_000244	donor_018	-0.220967	-0.103420	-0.027982	-0.076486	M	2.884752	0.03763	-0.021179	-0.000341	0.001042	0.012305	0.01393	1.382363	0.545212	-0.204902	1.371265	-1.015492
cell_000245	donor_018	0.225560	0.947650	-1.111105	-0.076486	M	1.694512	0.04432	-0.021179	-0.000341	0.001042	0.012305	0.01393	-0.565484	0.56257	0.801466	0.322622	-0.127192
cell_000246	donor_018	-1.171972	-1.093324	0.288917	-0.076486	M	2.638979	0.01916	-0.021179	-0.000341	0.001042	0.012305	0.01393	-0.251444	1.131401	0.240395	-0.872239	-0.929902
cell_000247	donor_018	1.244947	-0.431339	-2.501700	-0.076486	M	2.636507	0.06736	-0.021179	-0.000341	0.001042	0.012305	0.01393	1.513461	-0.718762	0.272731	1.350906	0.542107
cell_000248	donor_019	-1.703993	-0.833037	-0.557729	1.622731	F	1.907094	0.05671	0.001717	0.021898	-0.007498	-0.02888	0.009541	-0.757642	-1.015694	1.869888	-1.041165	-0.553269
cell_000249	donor_019	-0.408389	0.038581	-0.311746	1.622731	F	2.189422	0.04688	0.001717	0.021898	-0.007498	-0.02888	0.009541	0.372504	-0.218878	0.573805	-1.467772	-0.210399
cell_000250	donor_019	1.049340	-0.676017	-0.862318	1.622731	F	2.496293	0.04664	0.001717	0.021898	-0.007498	-0.02888	0.009541	0.677689	0.681073	-0.572453	-1.02171	0.213713
cell_000251	donor_019	0.478876	-1.535642	0.389692	1.622731	F	1.97643	0.0306	0.001717	0.021898	-0.007498	-0.02888	0.009541	-1.312463	1.284271	0.157409	-0.696812	-1.054501
cell_000252	donor_019	0.102553	-0.147442	1.588276	1.622731	F	1.945443	0.05283	0.001717	0.021898	-0.007498	-0.02888	0.009541	-0.633057	-1.561931	0.494779	-0.802847	0.399672
cell_000253	donor_019	-0.622207	2.060298	-0.225431	1.622731	F	1.749065	0.06142	0.001717	0.021898	-0.007498	-0.02888	0.009541	0.537546	0.965997	0.251848	1.125234	1.38611
cell_000254	donor_019	-1.277016	0.069920	-1.076245	1.622731	F	1.055985	0.04616	0.001717	0.021898	-0.007498	-0.02888	0.009541	0.258215	0.318527	-0.557474	-0.987625	1.282075
cell_000255	donor_019	-0.751756	0.397033	0.555582	1.622731	F	2.028189	0.01859	0.001717	0.021898	-0.007498	-0.02888	0.009541	0.605744	0.686829	-0.59071	1.623922	-0.228614
cell_000256	donor_019	-0.622168	0.987405	1.157508	1.622731	F	1.716052	0.02921	0.001717	0.021898	-0.007498	-0.02888	0.009541	-0.801841	-0.573674	1.571192	-1.111048	-0.751123
cell_000257	donor_019	1.436302	0.529413	1.363429	1.622731	F	1.569861	0.04147	0.001717	0.021898	-0.007498	-0.02888	0.009541	2.898509	0.941038	-0.733056	-1.081447	-1.672697
cell_000258	donor_019	-1.880798	-0.317907	-0.867005	1.622731	F	2.168877	0.04675	0.001717	0.021898	-0.007498	-0.02888	0.009541	0.097114	0.72802	1.518798	-1.893984	-1.325382
cell_000259	donor_019	0.119226	-0.571449	-0.166158	1.622731	F	1.419475	0.02845	0.001717	0.021898	-0.007498	-0.02888	0.009541	-0.119551	2.78767	0.885903	0.3728	-1.224924
cell_000260	donor_019	1.882175	-0.169720	0.413792	1.622731	F	2.322432	0.01866	0.001717	0.021898	-0.007498	-0.02888	0.009541	-2.119985	0.03885	-0.099369	-0.267808	-0.380434
cell_000261	donor_019	-0.232269	0.075713	0.006017	1.622731	F	2.19344	0.06168	0.001717	0.021898	-0.007498	-0.02888	0.009541	-0.748354	-0.977642	1.389508	-0.886528	-0.276148
